User_Id,Meal_Id,Rated,Liked,Searched,Purchased,Timestamp
10,276,1,1,0,0,2025-01-04 06:22:06
10,73,1,1,1,1,2025-01-06 09:34:08
10,69,1,0,1,0,2025-01-02 18:23:32
10,109,0,1,0,0,2025-01-17 16:26:15
10,168,1,0,0,0,2025-01-04 03:51:51
10,18,1,0,1,0,2025-01-10 08:07:53
10,244,1,0,0,0,2025-01-01 13:19:15
10,221,1,1,1,0,2025-01-16 13:14:28
11,24,0,1,1,1,2025-01-16 08:29:27
11,25,0,1,1,0,2025-01-20 21:28:11
11,128,0,0,1,1,2025-01-12 04:08:47
11,254,1,0,1,0,2025-01-16 03:12:01
11,175,1,0,0,1,2025-01-09 20:22:54
11,223,1,1,1,1,2025-01-22 10:17:22
11,238,0,0,1,0,2025-01-19 05:44:24
11,271,1,1,0,1,2025-01-01 04:20:15
11,268,0,0,0,0,2025-01-23 00:51:40
11,273,1,0,1,0,2025-01-01 04:02:15
12,178,1,1,0,1,2025-01-07 18:51:47
12,143,1,0,1,0,2025-01-10 04:30:38
12,88,1,0,1,1,2025-01-02 07:24:32
12,159,0,0,1,0,2025-01-07 04:29:37
12,163,0,0,0,0,2025-01-21 09:13:37
12,309,1,1,1,0,2025-01-12 20:59:51
12,241,0,0,0,0,2025-01-05 15:42:39
12,220,0,0,0,0,2025-01-17 05:55:31
12,277,1,1,1,1,2025-01-19 03:44:20
12,46,1,1,0,0,2025-01-14 04:32:46
13,79,1,0,1,1,2025-01-07 12:24:57
13,185,0,1,1,0,2025-01-04 19:54:55
13,183,1,1,1,1,2025-01-03 12:42:38
13,32,0,0,1,0,2025-01-15 20:24:14
13,83,1,1,0,0,2025-01-21 20:36:30
13,148,0,0,1,0,2025-01-17 20:26:58
13,77,0,1,0,0,2025-01-13 23:55:27
13,225,0,1,0,0,2025-01-01 05:44:54
13,266,1,1,0,0,2025-01-09 09:35:59
14,196,1,0,0,0,2025-01-17 04:19:30
14,26,0,1,0,1,2025-01-17 19:15:53
14,225,0,1,0,1,2025-01-08 06:47:40
14,233,0,0,0,0,2025-01-04 23:38:46
14,226,0,0,1,0,2025-01-14 12:31:28
15,255,0,0,0,1,2025-01-05 15:52:34
15,100,1,0,1,1,2025-01-10 19:40:21
15,143,1,1,0,0,2025-01-25 05:51:33
15,308,1,1,0,0,2025-01-05 10:03:12
15,86,0,0,1,0,2025-01-14 13:51:18
15,12,1,0,0,1,2025-01-23 03:27:24
15,116,0,0,1,0,2025-01-04 04:11:56
15,62,1,0,0,0,2025-01-09 12:57:10
15,308,1,0,1,1,2025-01-26 15:17:11
15,113,0,0,0,0,2025-01-22 21:58:51
15,51,1,0,1,1,2025-01-03 15:04:39
15,105,1,0,0,1,2025-01-08 11:24:39
15,296,1,1,1,0,2025-01-16 11:22:48
15,172,0,0,1,0,2025-01-16 05:16:38
16,37,1,1,0,0,2025-01-09 23:50:55
16,227,1,0,1,1,2025-01-04 13:19:20
16,96,1,1,1,1,2025-01-23 14:08:44
16,95,0,1,1,0,2025-01-16 09:34:16
16,282,1,1,0,1,2025-01-15 16:49:52
16,260,1,0,0,0,2025-01-13 07:28:51
16,223,0,1,1,0,2025-01-09 08:38:10
16,53,0,1,1,1,2025-01-06 22:47:58
16,246,0,1,1,1,2025-01-22 06:41:20
16,152,0,0,1,1,2025-01-07 11:46:38
16,230,1,1,0,1,2025-01-17 10:04:36
16,275,0,0,1,1,2025-01-01 21:19:20
17,207,0,1,1,0,2025-01-24 20:04:46
17,231,1,0,0,0,2025-01-13 05:05:12
17,111,0,0,0,0,2025-01-23 19:04:16
17,202,0,1,0,1,2025-01-10 00:25:07
17,305,1,0,1,1,2025-01-07 00:04:22
17,106,0,0,0,1,2025-01-16 02:27:12
17,134,0,0,0,0,2025-01-26 07:21:42
17,106,0,0,1,0,2025-01-11 16:50:14
17,262,0,0,1,1,2025-01-25 09:01:58
17,262,0,1,1,1,2025-01-02 23:53:32
17,235,0,0,0,1,2025-01-08 13:23:32
17,272,0,0,0,1,2025-01-14 21:02:22
17,71,0,1,1,1,2025-01-21 20:27:31
18,255,0,0,0,0,2025-01-24 22:22:31
18,286,1,0,0,1,2025-01-06 15:39:36
18,262,0,0,0,1,2025-01-17 02:20:42
18,252,1,0,0,0,2025-01-12 04:21:43
18,44,1,0,1,1,2025-01-09 19:07:19
18,98,0,1,0,0,2025-01-11 04:38:32
18,57,0,0,1,1,2025-01-06 15:52:55
18,16,0,1,1,1,2025-01-07 16:05:23
19,238,1,1,1,0,2025-01-23 13:40:46
19,128,1,0,0,0,2025-01-01 20:07:02
19,59,0,0,1,0,2025-01-02 06:12:35
19,244,0,0,1,1,2025-01-07 21:00:38
19,57,0,0,0,0,2025-01-04 19:30:25
19,153,1,1,1,0,2025-01-03 13:18:55
19,44,0,0,0,1,2025-01-07 07:11:36
19,80,0,1,0,1,2025-01-01 03:44:52
19,283,1,0,1,1,2025-01-17 20:03:19
20,94,0,0,0,1,2025-01-05 01:28:42
20,35,0,0,0,1,2025-01-14 13:27:20
20,297,1,1,0,1,2025-01-14 12:26:45
20,151,1,0,0,0,2025-01-26 17:41:27
20,267,1,0,1,0,2025-01-13 18:00:35
20,170,1,1,0,1,2025-01-17 05:10:41
20,166,0,1,1,0,2025-01-18 17:47:06
20,56,1,1,0,0,2025-01-20 15:50:35
20,202,0,1,0,0,2025-01-16 03:28:17
20,121,0,1,1,1,2025-01-07 05:18:21
21,219,1,0,0,1,2025-01-19 17:58:36
21,198,0,0,1,1,2025-01-08 11:36:43
21,235,0,0,1,0,2025-01-15 18:40:01
21,11,0,1,0,0,2025-01-18 19:13:11
21,131,0,1,1,1,2025-01-20 00:09:08
22,60,1,0,0,0,2025-01-21 19:57:57
22,293,1,0,1,0,2025-01-09 22:27:08
22,254,0,1,0,1,2025-01-07 01:31:07
22,91,1,1,0,1,2025-01-14 15:04:45
22,222,1,1,0,1,2025-01-12 11:44:12
22,158,0,1,1,0,2025-01-08 13:31:25
22,34,1,0,0,1,2025-01-04 17:52:18
22,255,1,0,0,0,2025-01-03 17:33:02
22,75,1,0,1,1,2025-01-08 02:49:50
23,19,0,0,1,1,2025-01-05 19:17:10
23,221,0,1,1,0,2025-01-07 19:53:50
23,230,0,1,1,1,2025-01-06 23:34:32
23,165,1,1,1,1,2025-01-06 15:20:51
23,132,1,0,1,0,2025-01-10 14:49:03
23,267,0,1,0,1,2025-01-20 07:21:53
23,185,1,0,1,1,2025-01-03 19:42:49
23,247,0,1,1,1,2025-01-17 03:22:43
23,270,1,0,1,1,2025-01-25 22:16:31
23,176,0,0,1,1,2025-01-08 03:36:46
23,264,0,1,1,1,2025-01-24 03:05:35
24,197,1,0,1,1,2025-01-16 18:18:11
24,100,1,0,0,0,2025-01-12 12:27:34
24,87,1,0,0,0,2025-01-26 16:30:55
24,7,0,0,0,1,2025-01-12 15:26:07
24,142,0,1,1,1,2025-01-09 02:12:31
24,241,0,0,0,0,2025-01-18 00:00:30
25,253,0,1,0,0,2025-01-09 09:00:34
25,113,1,1,0,1,2025-01-04 23:52:53
25,211,1,0,1,0,2025-01-02 11:59:38
25,105,0,0,0,1,2025-01-15 14:58:16
25,179,1,0,0,1,2025-01-15 13:41:57
25,242,1,1,0,1,2025-01-20 08:39:17
25,256,1,1,1,1,2025-01-09 17:33:05
25,147,0,0,1,0,2025-01-10 10:16:49
26,224,0,0,1,1,2025-01-07 01:45:12
26,264,0,1,1,0,2025-01-20 18:47:48
26,244,0,0,1,0,2025-01-17 20:36:27
26,297,1,1,1,1,2025-01-17 23:57:15
26,122,1,0,0,0,2025-01-09 11:39:40
26,84,1,1,0,0,2025-01-09 02:10:23
26,226,0,0,0,0,2025-01-23 22:42:03
26,116,1,0,0,0,2025-01-19 05:23:52
26,185,0,0,1,0,2025-01-03 18:52:09
26,218,0,0,1,1,2025-01-21 08:07:06
26,29,1,1,0,1,2025-01-10 04:35:56
26,294,0,0,1,1,2025-01-06 08:37:12
27,63,1,0,0,1,2025-01-19 14:49:15
27,245,0,1,1,0,2025-01-05 19:36:40
27,171,0,1,1,1,2025-01-16 22:13:20
27,60,0,1,1,1,2025-01-10 05:31:08
27,256,1,1,0,0,2025-01-18 16:14:18
27,243,0,0,0,0,2025-01-19 02:53:25
27,266,1,0,0,1,2025-01-20 14:53:51
27,220,1,0,0,1,2025-01-24 06:16:30
27,222,1,1,1,0,2025-01-02 07:29:59
28,15,1,1,1,1,2025-01-25 01:26:03
28,139,1,0,1,0,2025-01-09 09:00:30
28,252,1,0,1,1,2025-01-04 21:06:07
28,145,1,0,1,1,2025-01-21 11:26:19
28,305,1,0,0,0,2025-01-05 06:36:56
29,162,1,0,0,0,2025-01-04 16:03:20
29,1,0,1,0,0,2025-01-20 17:24:42
29,112,1,0,0,1,2025-01-18 00:31:20
29,212,1,0,0,0,2025-01-12 10:38:06
29,281,1,0,1,0,2025-01-16 12:57:51
29,251,0,0,0,1,2025-01-01 18:03:34
29,115,1,1,1,1,2025-01-09 04:34:12
29,300,0,1,1,0,2025-01-16 01:47:02
29,13,1,0,0,0,2025-01-02 04:09:18
29,143,0,1,0,0,2025-01-24 22:29:55
29,221,0,0,0,1,2025-01-10 23:19:56
29,88,1,0,0,1,2025-01-07 14:20:15
29,33,1,1,0,1,2025-01-18 11:47:47
30,284,0,0,1,0,2025-01-23 01:26:19
30,170,0,0,0,0,2025-01-24 06:40:14
30,293,0,1,0,1,2025-01-15 19:11:15
30,242,1,0,0,0,2025-01-15 10:57:28
30,163,0,1,0,1,2025-01-23 10:42:01
30,162,1,0,1,1,2025-01-11 06:51:14
30,217,0,0,1,1,2025-01-21 16:00:24
30,192,1,0,1,0,2025-01-17 07:05:13
30,20,0,0,0,1,2025-01-20 08:46:28
30,148,0,1,1,0,2025-01-06 03:17:41
30,133,1,1,1,0,2025-01-17 21:15:30
31,215,0,1,0,0,2025-01-25 15:30:58
31,9,0,1,1,1,2025-01-11 09:57:53
31,53,0,1,1,1,2025-01-04 21:18:31
31,90,1,1,0,1,2025-01-19 16:56:54
31,228,1,1,1,1,2025-01-25 10:06:10
31,46,1,0,0,1,2025-01-23 16:53:46
31,29,0,0,1,1,2025-01-24 06:33:43
31,36,0,1,1,0,2025-01-22 09:17:41
31,40,0,0,1,0,2025-01-03 15:27:46
31,163,1,1,0,1,2025-01-08 01:29:28
31,149,1,1,1,1,2025-01-05 07:47:27
31,301,1,0,1,0,2025-01-13 20:54:15
32,196,1,0,1,0,2025-01-11 18:28:00
32,290,0,0,1,1,2025-01-01 13:20:45
32,65,1,1,1,1,2025-01-13 21:53:09
32,126,0,1,0,0,2025-01-04 06:38:57
32,245,1,1,0,0,2025-01-08 17:08:51
32,14,0,1,0,1,2025-01-16 20:10:11
32,300,0,0,0,1,2025-01-21 12:18:31
32,166,1,1,0,0,2025-01-21 05:44:17
33,277,0,1,0,0,2025-01-02 17:19:39
33,219,0,1,1,1,2025-01-02 23:02:13
33,163,0,1,1,0,2025-01-05 03:00:33
33,263,1,0,0,1,2025-01-08 03:12:29
33,81,0,1,0,1,2025-01-25 15:09:20
33,16,1,0,0,1,2025-01-16 02:18:47
33,288,1,1,0,1,2025-01-12 04:44:06
33,124,0,1,1,1,2025-01-16 04:27:41
33,291,0,1,1,1,2025-01-24 19:00:37
33,226,1,1,1,1,2025-01-08 04:09:07
33,178,1,0,0,1,2025-01-09 14:45:43
33,52,0,0,1,0,2025-01-09 16:30:59
33,127,0,1,1,0,2025-01-02 16:07:15
33,62,1,1,0,1,2025-01-09 03:28:11
34,59,0,1,1,1,2025-01-13 04:49:57
34,27,0,0,1,1,2025-01-04 09:27:26
34,232,0,0,0,1,2025-01-11 18:44:48
34,228,1,0,1,1,2025-01-22 00:58:55
34,199,1,0,1,0,2025-01-07 00:22:56
34,35,1,0,0,1,2025-01-25 23:18:45
34,100,1,0,0,1,2025-01-19 05:36:40
34,133,1,0,0,0,2025-01-26 12:31:04
34,222,1,1,0,1,2025-01-26 11:41:48
34,132,0,1,0,0,2025-01-12 08:33:43
34,296,0,1,1,1,2025-01-26 09:50:05
35,97,0,0,0,0,2025-01-13 14:06:35
35,23,0,0,0,1,2025-01-06 20:18:58
35,26,1,1,0,1,2025-01-16 16:57:58
35,190,1,1,0,0,2025-01-17 02:43:39
35,150,0,0,1,1,2025-01-08 02:19:17
35,255,0,1,0,1,2025-01-04 06:16:57
36,196,0,1,0,0,2025-01-22 00:28:35
36,123,0,0,1,0,2025-01-01 21:27:52
36,155,1,1,1,1,2025-01-16 20:15:28
36,142,0,0,0,1,2025-01-17 12:32:53
36,240,1,0,0,1,2025-01-11 10:11:42
36,124,1,0,1,1,2025-01-23 11:18:20
36,139,0,1,0,1,2025-01-02 15:44:31
37,174,1,0,1,1,2025-01-24 11:56:20
37,217,1,1,0,1,2025-01-26 18:51:46
37,49,1,1,0,0,2025-01-13 14:27:20
37,291,0,0,0,1,2025-01-24 08:40:33
37,176,1,1,0,1,2025-01-01 04:46:58
37,143,0,0,0,1,2025-01-19 02:41:25
37,207,1,0,0,0,2025-01-05 11:18:28
38,73,1,1,1,1,2025-01-12 18:00:14
38,206,0,0,0,1,2025-01-23 21:35:31
38,168,0,1,1,0,2025-01-22 11:31:40
38,128,0,1,0,1,2025-01-03 12:12:44
38,72,1,1,1,0,2025-01-22 07:18:32
38,259,1,1,0,1,2025-01-16 14:47:46
38,94,0,1,1,0,2025-01-14 10:02:14
38,229,1,0,1,1,2025-01-10 17:28:52
39,176,1,0,1,0,2025-01-17 03:53:00
39,126,1,1,0,1,2025-01-26 15:35:37
39,69,0,1,1,1,2025-01-13 14:37:49
39,67,0,0,0,0,2025-01-16 09:40:43
39,254,0,1,0,0,2025-01-01 21:58:45
39,60,0,1,1,0,2025-01-08 17:21:50
39,73,1,0,1,1,2025-01-05 18:33:46
39,300,0,0,1,1,2025-01-09 03:55:10
39,287,0,1,1,1,2025-01-19 22:57:21
39,174,1,1,1,0,2025-01-06 08:23:17
39,34,1,1,0,0,2025-01-12 01:52:11
39,64,1,0,0,1,2025-01-14 19:44:45
39,150,1,0,1,1,2025-01-15 14:30:59
39,288,0,1,0,1,2025-01-08 04:10:47
40,286,0,0,0,0,2025-01-21 22:32:59
40,195,0,1,0,0,2025-01-26 02:34:59
40,293,1,1,1,1,2025-01-11 00:08:02
40,258,0,1,0,0,2025-01-26 09:31:29
40,35,1,1,1,1,2025-01-20 15:14:04
40,132,1,0,0,1,2025-01-23 16:08:51
40,164,1,1,1,1,2025-01-15 22:28:48
40,68,0,1,1,1,2025-01-20 07:32:35
40,135,0,0,0,1,2025-01-05 15:56:22
40,123,0,0,1,0,2025-01-12 07:07:45
40,93,0,0,1,1,2025-01-01 11:58:06
40,276,0,0,1,0,2025-01-18 12:12:49
41,32,0,1,0,1,2025-01-09 17:30:25
41,64,1,1,1,1,2025-01-05 19:39:00
41,86,0,0,0,0,2025-01-25 03:05:10
41,167,1,0,1,1,2025-01-23 14:16:30
41,285,0,1,1,1,2025-01-21 06:20:50
41,284,1,1,1,0,2025-01-23 01:56:20
41,279,1,1,1,1,2025-01-21 08:51:10
41,237,0,0,0,1,2025-01-19 14:14:35
41,32,1,0,1,1,2025-01-05 07:43:32
41,131,0,0,0,1,2025-01-21 21:43:10
42,23,0,0,1,0,2025-01-05 07:56:49
42,285,1,0,1,0,2025-01-19 17:09:05
42,142,1,0,1,1,2025-01-22 08:07:03
42,107,0,0,0,1,2025-01-09 23:41:16
42,299,1,0,0,1,2025-01-07 09:16:40
42,237,1,0,1,1,2025-01-15 01:25:37
42,208,1,0,1,1,2025-01-10 15:55:37
42,164,0,1,1,0,2025-01-15 09:36:23
42,287,1,0,0,1,2025-01-13 23:19:17
42,263,0,0,0,0,2025-01-12 23:32:09
42,102,0,1,1,1,2025-01-17 08:04:30
42,197,0,0,0,1,2025-01-19 10:52:19
42,225,0,1,1,0,2025-01-16 19:09:46
42,96,1,0,0,1,2025-01-06 09:20:15
43,205,1,0,0,1,2025-01-09 16:03:36
43,269,0,0,1,0,2025-01-21 20:54:15
43,124,1,1,0,1,2025-01-04 18:10:18
43,8,0,0,0,1,2025-01-08 22:06:09
43,167,0,1,0,1,2025-01-25 20:04:59
43,70,0,0,0,1,2025-01-20 09:51:47
43,11,0,1,0,0,2025-01-05 10:58:57
43,8,0,1,0,0,2025-01-04 01:42:13
43,96,1,1,1,0,2025-01-24 19:18:18
43,236,1,0,1,0,2025-01-22 15:09:46
43,169,1,1,0,1,2025-01-22 14:22:57
44,246,1,0,1,0,2025-01-09 19:40:12
44,33,0,0,0,1,2025-01-13 21:35:52
44,62,1,0,0,1,2025-01-25 21:58:58
44,64,1,0,0,1,2025-01-02 22:30:53
44,22,1,0,0,1,2025-01-03 09:03:50
44,153,0,0,1,1,2025-01-23 04:58:55
44,209,0,0,1,1,2025-01-12 06:03:46
44,288,1,0,1,0,2025-01-15 22:14:52
44,197,0,0,0,0,2025-01-26 07:56:40
44,164,0,0,0,1,2025-01-13 00:18:32
45,236,0,1,1,0,2025-01-03 20:51:30
45,129,0,1,0,0,2025-01-06 18:12:00
45,265,1,0,1,0,2025-01-16 12:32:32
45,215,0,1,0,1,2025-01-20 06:25:46
45,37,1,1,0,1,2025-01-05 17:02:24
45,239,1,0,1,0,2025-01-15 07:14:49
45,22,0,0,1,1,2025-01-16 05:54:28
46,204,0,1,1,1,2025-01-07 10:50:41
46,44,1,1,1,1,2025-01-12 08:47:36
46,73,0,1,0,1,2025-01-19 23:17:06
46,96,0,1,0,1,2025-01-21 01:16:27
46,283,0,1,1,1,2025-01-14 20:09:00
46,217,0,0,1,0,2025-01-24 20:47:11
46,126,1,0,1,1,2025-01-10 12:11:42
46,222,0,0,1,1,2025-01-13 19:16:13
46,27,0,1,1,1,2025-01-17 12:41:12
46,274,1,1,0,0,2025-01-08 21:30:32
47,96,1,0,1,0,2025-01-17 03:39:09
47,48,1,1,1,0,2025-01-04 03:31:37
47,41,1,0,1,0,2025-01-06 06:04:55
47,252,0,1,1,1,2025-01-05 15:25:36
47,201,1,1,0,0,2025-01-20 02:27:59
47,74,1,1,0,0,2025-01-26 21:51:51
47,156,0,0,1,0,2025-01-20 01:31:13
48,14,1,1,1,0,2025-01-06 00:21:48
48,85,0,1,0,0,2025-01-09 04:27:30
48,22,1,0,0,0,2025-01-20 17:02:16
48,298,1,0,1,0,2025-01-10 18:44:18
48,188,1,1,1,0,2025-01-19 23:19:07
48,209,0,1,0,1,2025-01-02 12:00:37
48,139,1,1,1,1,2025-01-07 21:45:51
48,277,1,1,0,1,2025-01-22 03:38:55
48,111,1,0,1,0,2025-01-04 10:14:02
49,290,1,1,0,0,2025-01-02 15:54:36
49,121,1,0,0,1,2025-01-01 16:24:23
49,123,1,0,1,1,2025-01-24 18:39:40
49,173,0,1,0,1,2025-01-07 20:56:24
49,225,0,0,1,0,2025-01-18 11:55:46
49,229,1,0,0,0,2025-01-01 22:28:36
49,57,1,1,1,0,2025-01-02 03:41:00
49,299,1,1,1,1,2025-01-02 15:25:15
49,155,1,1,1,0,2025-01-09 22:30:39
49,205,1,1,1,1,2025-01-24 01:52:34
49,286,1,0,0,0,2025-01-08 15:37:13
49,290,0,1,1,1,2025-01-17 04:25:45
49,203,1,1,1,1,2025-01-24 20:15:30
50,298,1,1,0,0,2025-01-17 02:53:07
50,155,0,1,1,0,2025-01-23 05:08:43
50,19,0,1,1,0,2025-01-05 17:23:04
50,35,0,0,1,1,2025-01-07 01:15:25
50,268,0,0,0,0,2025-01-09 04:53:58
50,97,0,1,1,1,2025-01-15 07:27:12
50,97,1,1,1,1,2025-01-25 04:44:05
50,178,0,0,0,1,2025-01-07 11:30:51
50,116,1,1,1,0,2025-01-15 16:46:24
51,246,1,0,1,1,2025-01-04 11:28:53
51,299,0,0,1,1,2025-01-02 21:33:30
51,144,0,1,1,1,2025-01-03 23:43:48
51,19,1,1,0,0,2025-01-20 00:59:06
51,204,1,1,1,0,2025-01-24 00:17:41
51,292,1,0,1,0,2025-01-19 06:55:32
51,166,1,0,0,0,2025-01-11 01:14:16
51,283,1,1,1,0,2025-01-06 21:49:27
51,115,1,1,0,0,2025-01-15 07:26:29
51,210,0,0,0,0,2025-01-01 15:40:57
51,158,1,1,0,0,2025-01-21 10:51:46
52,89,0,0,1,1,2025-01-26 10:17:49
52,36,0,0,0,1,2025-01-03 11:42:42
52,102,1,1,1,1,2025-01-02 14:57:37
52,221,1,1,1,1,2025-01-16 21:03:30
52,215,1,0,1,1,2025-01-09 12:30:57
52,267,0,0,1,0,2025-01-04 23:04:59
52,30,0,0,1,0,2025-01-11 12:44:59
52,236,0,0,0,1,2025-01-21 21:08:04
52,131,1,0,0,1,2025-01-26 17:21:16
52,16,1,0,0,0,2025-01-18 05:58:44
53,85,0,1,1,0,2025-01-18 20:19:19
53,308,0,1,1,1,2025-01-01 07:46:12
53,247,1,1,1,0,2025-01-09 14:06:57
53,219,0,0,0,1,2025-01-16 03:55:03
53,60,1,1,1,0,2025-01-06 20:47:41
53,97,1,0,1,1,2025-01-02 12:08:59
53,221,0,1,0,1,2025-01-03 07:19:48
53,263,1,0,1,0,2025-01-07 05:36:20
53,89,1,0,1,0,2025-01-24 03:02:08
53,126,1,1,0,0,2025-01-04 00:43:36
53,192,0,1,0,0,2025-01-14 15:15:15
53,110,0,0,0,1,2025-01-10 07:28:28
53,208,0,0,1,0,2025-01-19 07:12:17
53,34,0,0,0,1,2025-01-15 17:40:46
54,243,0,1,0,0,2025-01-16 06:46:54
54,12,1,1,1,0,2025-01-15 14:35:50
54,258,0,1,0,1,2025-01-04 05:39:48
54,300,1,0,0,1,2025-01-20 11:44:25
54,100,1,0,0,1,2025-01-17 18:44:53
54,268,1,1,1,1,2025-01-12 02:36:44
54,56,1,1,1,0,2025-01-18 23:11:16
54,104,1,0,1,1,2025-01-04 20:53:40
54,162,1,1,0,0,2025-01-21 15:06:39
54,92,0,1,1,0,2025-01-16 02:09:13
