User_Id,Meal_Id,Rated,Liked,Searched,Purchased,Timestamp
User_14,meal_id26,0,1,0,1,2025-01-17 19:15:53
User_14,meal_id225,0,1,0,1,2025-01-08 06:47:40
User_14,meal_id233,0,0,0,0,2025-01-04 23:38:46
User_14,meal_id226,0,0,1,0,2025-01-14 12:31:28
User_15,meal_id255,0,0,0,1,2025-01-05 15:52:34
User_15,meal_id100,1,0,1,1,2025-01-10 19:40:21
User_15,meal_id143,1,1,0,0,2025-01-25 05:51:33
User_15,meal_id308,1,1,0,0,2025-01-05 10:03:12
User_15,meal_id86,0,0,1,0,2025-01-14 13:51:18
User_15,meal_id12,1,0,0,1,2025-01-23 03:27:24
User_15,meal_id116,0,0,1,0,2025-01-04 04:11:56
User_15,meal_id62,1,0,0,0,2025-01-09 12:57:10
User_15,meal_id308,1,0,1,1,2025-01-26 15:17:11
User_15,meal_id113,0,0,0,0,2025-01-22 21:58:51
User_15,meal_id51,1,0,1,1,2025-01-03 15:04:39
User_15,meal_id105,1,0,0,1,2025-01-08 11:24:39
User_15,meal_id296,1,1,1,0,2025-01-16 11:22:48
User_15,meal_id172,0,0,1,0,2025-01-16 05:16:38
User_16,meal_id37,1,1,0,0,2025-01-09 23:50:55
User_16,meal_id227,1,0,1,1,2025-01-04 13:19:20
User_16,meal_id96,1,1,1,1,2025-01-23 14:08:44
User_16,meal_id95,0,1,1,0,2025-01-16 09:34:16
User_16,meal_id282,1,1,0,1,2025-01-15 16:49:52
User_16,meal_id260,1,0,0,0,2025-01-13 07:28:51
User_16,meal_id223,0,1,1,0,2025-01-09 08:38:10
User_16,meal_id53,0,1,1,1,2025-01-06 22:47:58
User_16,meal_id246,0,1,1,1,2025-01-22 06:41:20
User_16,meal_id152,0,0,1,1,2025-01-07 11:46:38
User_16,meal_id230,1,1,0,1,2025-01-17 10:04:36
User_16,meal_id275,0,0,1,1,2025-01-01 21:19:20
User_17,meal_id207,0,1,1,0,2025-01-24 20:04:46
User_17,meal_id231,1,0,0,0,2025-01-13 05:05:12
User_17,meal_id111,0,0,0,0,2025-01-23 19:04:16
User_17,meal_id202,0,1,0,1,2025-01-10 00:25:07
User_17,meal_id305,1,0,1,1,2025-01-07 00:04:22
User_17,meal_id106,0,0,0,1,2025-01-16 02:27:12
User_17,meal_id134,0,0,0,0,2025-01-26 07:21:42
User_17,meal_id106,0,0,1,0,2025-01-11 16:50:14
User_17,meal_id262,0,0,1,1,2025-01-25 09:01:58
User_17,meal_id262,0,1,1,1,2025-01-02 23:53:32
User_17,meal_id235,0,0,0,1,2025-01-08 13:23:32
User_17,meal_id272,0,0,0,1,2025-01-14 21:02:22
User_17,meal_id71,0,1,1,1,2025-01-21 20:27:31
User_18,meal_id255,0,0,0,0,2025-01-24 22:22:31
User_18,meal_id286,1,0,0,1,2025-01-06 15:39:36
User_18,meal_id262,0,0,0,1,2025-01-17 02:20:42
User_18,meal_id252,1,0,0,0,2025-01-12 04:21:43
User_18,meal_id44,1,0,1,1,2025-01-09 19:07:19
User_18,meal_id98,0,1,0,0,2025-01-11 04:38:32
User_18,meal_id57,0,0,1,1,2025-01-06 15:52:55
User_18,meal_id16,0,1,1,1,2025-01-07 16:05:23
User_19,meal_id238,1,1,1,0,2025-01-23 13:40:46
User_19,meal_id128,1,0,0,0,2025-01-01 20:07:02
User_19,meal_id59,0,0,1,0,2025-01-02 06:12:35
User_19,meal_id244,0,0,1,1,2025-01-07 21:00:38
User_19,meal_id57,0,0,0,0,2025-01-04 19:30:25
User_19,meal_id153,1,1,1,0,2025-01-03 13:18:55
User_19,meal_id44,0,0,0,1,2025-01-07 07:11:36
User_19,meal_id80,0,1,0,1,2025-01-01 03:44:52
User_19,meal_id283,1,0,1,1,2025-01-17 20:03:19
User_20,meal_id94,0,0,0,1,2025-01-05 01:28:42
User_20,meal_id35,0,0,0,1,2025-01-14 13:27:20
User_20,meal_id297,1,1,0,1,2025-01-14 12:26:45
User_20,meal_id151,1,0,0,0,2025-01-26 17:41:27
User_20,meal_id267,1,0,1,0,2025-01-13 18:00:35
User_20,meal_id170,1,1,0,1,2025-01-17 05:10:41
User_20,meal_id166,0,1,1,0,2025-01-18 17:47:06
User_20,meal_id56,1,1,0,0,2025-01-20 15:50:35
User_20,meal_id202,0,1,0,0,2025-01-16 03:28:17
User_20,meal_id121,0,1,1,1,2025-01-07 05:18:21
User_21,meal_id219,1,0,0,1,2025-01-19 17:58:36
User_21,meal_id198,0,0,1,1,2025-01-08 11:36:43
User_21,meal_id235,0,0,1,0,2025-01-15 18:40:01
User_21,meal_id11,0,1,0,0,2025-01-18 19:13:11
User_21,meal_id131,0,1,1,1,2025-01-20 00:09:08
User_22,meal_id60,1,0,0,0,2025-01-21 19:57:57
User_22,meal_id293,1,0,1,0,2025-01-09 22:27:08
User_22,meal_id254,0,1,0,1,2025-01-07 01:31:07
User_22,meal_id91,1,1,0,1,2025-01-14 15:04:45
User_22,meal_id222,1,1,0,1,2025-01-12 11:44:12
User_22,meal_id158,0,1,1,0,2025-01-08 13:31:25
User_22,meal_id34,1,0,0,1,2025-01-04 17:52:18
User_22,meal_id255,1,0,0,0,2025-01-03 17:33:02
User_22,meal_id75,1,0,1,1,2025-01-08 02:49:50
User_23,meal_id19,0,0,1,1,2025-01-05 19:17:10
User_23,meal_id221,0,1,1,0,2025-01-07 19:53:50
User_23,meal_id230,0,1,1,1,2025-01-06 23:34:32
User_23,meal_id165,1,1,1,1,2025-01-06 15:20:51
User_23,meal_id132,1,0,1,0,2025-01-10 14:49:03
User_23,meal_id267,0,1,0,1,2025-01-20 07:21:53
User_23,meal_id185,1,0,1,1,2025-01-03 19:42:49
User_23,meal_id247,0,1,1,1,2025-01-17 03:22:43
User_23,meal_id270,1,0,1,1,2025-01-25 22:16:31
User_23,meal_id176,0,0,1,1,2025-01-08 03:36:46
User_23,meal_id264,0,1,1,1,2025-01-24 03:05:35
User_24,meal_id197,1,0,1,1,2025-01-16 18:18:11
User_24,meal_id100,1,0,0,0,2025-01-12 12:27:34
User_24,meal_id87,1,0,0,0,2025-01-26 16:30:55
User_24,meal_id7,0,0,0,1,2025-01-12 15:26:07
User_24,meal_id142,0,1,1,1,2025-01-09 02:12:31
User_24,meal_id241,0,0,0,0,2025-01-18 00:00:30
User_25,meal_id253,0,1,0,0,2025-01-09 09:00:34
User_25,meal_id113,1,1,0,1,2025-01-04 23:52:53
User_25,meal_id211,1,0,1,0,2025-01-02 11:59:38
User_25,meal_id105,0,0,0,1,2025-01-15 14:58:16
User_25,meal_id179,1,0,0,1,2025-01-15 13:41:57
User_25,meal_id242,1,1,0,1,2025-01-20 08:39:17
User_25,meal_id256,1,1,1,1,2025-01-09 17:33:05
User_25,meal_id147,0,0,1,0,2025-01-10 10:16:49
User_26,meal_id224,0,0,1,1,2025-01-07 01:45:12
User_26,meal_id264,0,1,1,0,2025-01-20 18:47:48
User_26,meal_id244,0,0,1,0,2025-01-17 20:36:27
User_26,meal_id297,1,1,1,1,2025-01-17 23:57:15
User_26,meal_id122,1,0,0,0,2025-01-09 11:39:40
User_26,meal_id84,1,1,0,0,2025-01-09 02:10:23
User_26,meal_id226,0,0,0,0,2025-01-23 22:42:03
User_26,meal_id116,1,0,0,0,2025-01-19 05:23:52
User_26,meal_id185,0,0,1,0,2025-01-03 18:52:09
User_26,meal_id218,0,0,1,1,2025-01-21 08:07:06
User_26,meal_id29,1,1,0,1,2025-01-10 04:35:56
User_26,meal_id294,0,0,1,1,2025-01-06 08:37:12
User_27,meal_id63,1,0,0,1,2025-01-19 14:49:15
User_27,meal_id245,0,1,1,0,2025-01-05 19:36:40
User_27,meal_id171,0,1,1,1,2025-01-16 22:13:20
User_27,meal_id60,0,1,1,1,2025-01-10 05:31:08
User_27,meal_id256,1,1,0,0,2025-01-18 16:14:18
User_27,meal_id243,0,0,0,0,2025-01-19 02:53:25
User_27,meal_id266,1,0,0,1,2025-01-20 14:53:51
User_27,meal_id220,1,0,0,1,2025-01-24 06:16:30
User_27,meal_id222,1,1,1,0,2025-01-02 07:29:59
User_28,meal_id15,1,1,1,1,2025-01-25 01:26:03
User_28,meal_id139,1,0,1,0,2025-01-09 09:00:30
User_28,meal_id252,1,0,1,1,2025-01-04 21:06:07
User_28,meal_id145,1,0,1,1,2025-01-21 11:26:19
User_28,meal_id305,1,0,0,0,2025-01-05 06:36:56
User_29,meal_id162,1,0,0,0,2025-01-04 16:03:20
User_29,meal_id1,0,1,0,0,2025-01-20 17:24:42
User_29,meal_id112,1,0,0,1,2025-01-18 00:31:20
User_29,meal_id212,1,0,0,0,2025-01-12 10:38:06
User_29,meal_id281,1,0,1,0,2025-01-16 12:57:51
User_29,meal_id251,0,0,0,1,2025-01-01 18:03:34
User_29,meal_id115,1,1,1,1,2025-01-09 04:34:12
User_29,meal_id300,0,1,1,0,2025-01-16 01:47:02
User_29,meal_id13,1,0,0,0,2025-01-02 04:09:18
User_29,meal_id143,0,1,0,0,2025-01-24 22:29:55
User_29,meal_id221,0,0,0,1,2025-01-10 23:19:56
User_29,meal_id88,1,0,0,1,2025-01-07 14:20:15
User_29,meal_id33,1,1,0,1,2025-01-18 11:47:47
User_30,meal_id284,0,0,1,0,2025-01-23 01:26:19
User_30,meal_id170,0,0,0,0,2025-01-24 06:40:14
User_30,meal_id293,0,1,0,1,2025-01-15 19:11:15
User_30,meal_id242,1,0,0,0,2025-01-15 10:57:28
User_30,meal_id163,0,1,0,1,2025-01-23 10:42:01
User_30,meal_id162,1,0,1,1,2025-01-11 06:51:14
User_30,meal_id217,0,0,1,1,2025-01-21 16:00:24
User_30,meal_id192,1,0,1,0,2025-01-17 07:05:13
User_30,meal_id20,0,0,0,1,2025-01-20 08:46:28
User_30,meal_id148,0,1,1,0,2025-01-06 03:17:41
User_30,meal_id133,1,1,1,0,2025-01-17 21:15:30
User_31,meal_id215,0,1,0,0,2025-01-25 15:30:58
User_31,meal_id9,0,1,1,1,2025-01-11 09:57:53
User_31,meal_id53,0,1,1,1,2025-01-04 21:18:31
User_31,meal_id90,1,1,0,1,2025-01-19 16:56:54
User_31,meal_id228,1,1,1,1,2025-01-25 10:06:10
User_31,meal_id46,1,0,0,1,2025-01-23 16:53:46
User_31,meal_id29,0,0,1,1,2025-01-24 06:33:43
User_31,meal_id36,0,1,1,0,2025-01-22 09:17:41
User_31,meal_id40,0,0,1,0,2025-01-03 15:27:46
User_31,meal_id163,1,1,0,1,2025-01-08 01:29:28
User_31,meal_id149,1,1,1,1,2025-01-05 07:47:27
User_31,meal_id301,1,0,1,0,2025-01-13 20:54:15
User_32,meal_id196,1,0,1,0,2025-01-11 18:28:00
User_32,meal_id290,0,0,1,1,2025-01-01 13:20:45
User_32,meal_id65,1,1,1,1,2025-01-13 21:53:09
User_32,meal_id126,0,1,0,0,2025-01-04 06:38:57
User_32,meal_id245,1,1,0,0,2025-01-08 17:08:51
User_32,meal_id14,0,1,0,1,2025-01-16 20:10:11
User_32,meal_id300,0,0,0,1,2025-01-21 12:18:31
User_32,meal_id166,1,1,0,0,2025-01-21 05:44:17
User_33,meal_id277,0,1,0,0,2025-01-02 17:19:39
User_33,meal_id219,0,1,1,1,2025-01-02 23:02:13
User_33,meal_id163,0,1,1,0,2025-01-05 03:00:33
User_33,meal_id263,1,0,0,1,2025-01-08 03:12:29
User_33,meal_id81,0,1,0,1,2025-01-25 15:09:20
User_33,meal_id16,1,0,0,1,2025-01-16 02:18:47
User_33,meal_id288,1,1,0,1,2025-01-12 04:44:06
User_33,meal_id124,0,1,1,1,2025-01-16 04:27:41
User_33,meal_id291,0,1,1,1,2025-01-24 19:00:37
User_33,meal_id226,1,1,1,1,2025-01-08 04:09:07
User_33,meal_id178,1,0,0,1,2025-01-09 14:45:43
User_33,meal_id52,0,0,1,0,2025-01-09 16:30:59
User_33,meal_id127,0,1,1,0,2025-01-02 16:07:15
User_33,meal_id62,1,1,0,1,2025-01-09 03:28:11
User_34,meal_id59,0,1,1,1,2025-01-13 04:49:57
User_34,meal_id27,0,0,1,1,2025-01-04 09:27:26
User_34,meal_id232,0,0,0,1,2025-01-11 18:44:48
User_34,meal_id228,1,0,1,1,2025-01-22 00:58:55
User_34,meal_id199,1,0,1,0,2025-01-07 00:22:56
User_34,meal_id35,1,0,0,1,2025-01-25 23:18:45
User_34,meal_id100,1,0,0,1,2025-01-19 05:36:40
User_34,meal_id133,1,0,0,0,2025-01-26 12:31:04
User_34,meal_id222,1,1,0,1,2025-01-26 11:41:48
User_34,meal_id132,0,1,0,0,2025-01-12 08:33:43
User_34,meal_id296,0,1,1,1,2025-01-26 09:50:05
User_35,meal_id97,0,0,0,0,2025-01-13 14:06:35
User_35,meal_id23,0,0,0,1,2025-01-06 20:18:58
User_35,meal_id26,1,1,0,1,2025-01-16 16:57:58
User_35,meal_id190,1,1,0,0,2025-01-17 02:43:39
User_35,meal_id150,0,0,1,1,2025-01-08 02:19:17
User_35,meal_id255,0,1,0,1,2025-01-04 06:16:57
User_36,meal_id196,0,1,0,0,2025-01-22 00:28:35
User_36,meal_id123,0,0,1,0,2025-01-01 21:27:52
User_36,meal_id155,1,1,1,1,2025-01-16 20:15:28
User_36,meal_id142,0,0,0,1,2025-01-17 12:32:53
User_36,meal_id240,1,0,0,1,2025-01-11 10:11:42
User_36,meal_id124,1,0,1,1,2025-01-23 11:18:20
User_36,meal_id139,0,1,0,1,2025-01-02 15:44:31
User_37,meal_id174,1,0,1,1,2025-01-24 11:56:20
User_37,meal_id217,1,1,0,1,2025-01-26 18:51:46
User_37,meal_id49,1,1,0,0,2025-01-13 14:27:20
User_37,meal_id291,0,0,0,1,2025-01-24 08:40:33
User_37,meal_id176,1,1,0,1,2025-01-01 04:46:58
User_37,meal_id143,0,0,0,1,2025-01-19 02:41:25
User_37,meal_id207,1,0,0,0,2025-01-05 11:18:28
User_38,meal_id73,1,1,1,1,2025-01-12 18:00:14
User_38,meal_id206,0,0,0,1,2025-01-23 21:35:31
User_38,meal_id168,0,1,1,0,2025-01-22 11:31:40
User_38,meal_id128,0,1,0,1,2025-01-03 12:12:44
User_38,meal_id72,1,1,1,0,2025-01-22 07:18:32
User_38,meal_id259,1,1,0,1,2025-01-16 14:47:46
User_38,meal_id94,0,1,1,0,2025-01-14 10:02:14
User_38,meal_id229,1,0,1,1,2025-01-10 17:28:52
User_39,meal_id176,1,0,1,0,2025-01-17 03:53:00
User_39,meal_id126,1,1,0,1,2025-01-26 15:35:37
User_39,meal_id69,0,1,1,1,2025-01-13 14:37:49
User_39,meal_id67,0,0,0,0,2025-01-16 09:40:43
User_39,meal_id254,0,1,0,0,2025-01-01 21:58:45
User_39,meal_id60,0,1,1,0,2025-01-08 17:21:50
User_39,meal_id73,1,0,1,1,2025-01-05 18:33:46
User_39,meal_id300,0,0,1,1,2025-01-09 03:55:10
User_39,meal_id287,0,1,1,1,2025-01-19 22:57:21
User_39,meal_id174,1,1,1,0,2025-01-06 08:23:17
User_39,meal_id34,1,1,0,0,2025-01-12 01:52:11
User_39,meal_id64,1,0,0,1,2025-01-14 19:44:45
User_39,meal_id150,1,0,1,1,2025-01-15 14:30:59
User_39,meal_id288,0,1,0,1,2025-01-08 04:10:47
User_40,meal_id286,0,0,0,0,2025-01-21 22:32:59
User_40,meal_id195,0,1,0,0,2025-01-26 02:34:59
User_40,meal_id293,1,1,1,1,2025-01-11 00:08:02
User_40,meal_id258,0,1,0,0,2025-01-26 09:31:29
User_40,meal_id35,1,1,1,1,2025-01-20 15:14:04
User_40,meal_id132,1,0,0,1,2025-01-23 16:08:51
User_40,meal_id164,1,1,1,1,2025-01-15 22:28:48
User_40,meal_id68,0,1,1,1,2025-01-20 07:32:35
User_40,meal_id135,0,0,0,1,2025-01-05 15:56:22
User_40,meal_id123,0,0,1,0,2025-01-12 07:07:45
User_40,meal_id93,0,0,1,1,2025-01-01 11:58:06
User_40,meal_id276,0,0,1,0,2025-01-18 12:12:49
User_41,meal_id32,0,1,0,1,2025-01-09 17:30:25
User_41,meal_id64,1,1,1,1,2025-01-05 19:39:00
User_41,meal_id86,0,0,0,0,2025-01-25 03:05:10
User_41,meal_id167,1,0,1,1,2025-01-23 14:16:30
User_41,meal_id285,0,1,1,1,2025-01-21 06:20:50
User_41,meal_id284,1,1,1,0,2025-01-23 01:56:20
User_41,meal_id279,1,1,1,1,2025-01-21 08:51:10
User_41,meal_id237,0,0,0,1,2025-01-19 14:14:35
User_41,meal_id32,1,0,1,1,2025-01-05 07:43:32
User_41,meal_id131,0,0,0,1,2025-01-21 21:43:10
User_42,meal_id23,0,0,1,0,2025-01-05 07:56:49
User_42,meal_id285,1,0,1,0,2025-01-19 17:09:05
User_42,meal_id142,1,0,1,1,2025-01-22 08:07:03
User_42,meal_id107,0,0,0,1,2025-01-09 23:41:16
User_42,meal_id299,1,0,0,1,2025-01-07 09:16:40
User_42,meal_id237,1,0,1,1,2025-01-15 01:25:37
User_42,meal_id208,1,0,1,1,2025-01-10 15:55:37
User_42,meal_id164,0,1,1,0,2025-01-15 09:36:23
User_42,meal_id287,1,0,0,1,2025-01-13 23:19:17
User_42,meal_id263,0,0,0,0,2025-01-12 23:32:09
User_42,meal_id102,0,1,1,1,2025-01-17 08:04:30
User_42,meal_id197,0,0,0,1,2025-01-19 10:52:19
User_42,meal_id225,0,1,1,0,2025-01-16 19:09:46
User_42,meal_id96,1,0,0,1,2025-01-06 09:20:15
User_43,meal_id205,1,0,0,1,2025-01-09 16:03:36
User_43,meal_id269,0,0,1,0,2025-01-21 20:54:15
User_43,meal_id124,1,1,0,1,2025-01-04 18:10:18
User_43,meal_id8,0,0,0,1,2025-01-08 22:06:09
User_43,meal_id167,0,1,0,1,2025-01-25 20:04:59
User_43,meal_id70,0,0,0,1,2025-01-20 09:51:47
User_43,meal_id11,0,1,0,0,2025-01-05 10:58:57
User_43,meal_id8,0,1,0,0,2025-01-04 01:42:13
User_43,meal_id96,1,1,1,0,2025-01-24 19:18:18
User_43,meal_id236,1,0,1,0,2025-01-22 15:09:46
User_43,meal_id169,1,1,0,1,2025-01-22 14:22:57
User_44,meal_id246,1,0,1,0,2025-01-09 19:40:12
User_44,meal_id33,0,0,0,1,2025-01-13 21:35:52
