User_Id,Exercise_Id,Rated,Liked,Performed,Duration,Timestamp
User_7,21,1,1,0,116,2025-01-04 03:10:50
User_7,2,1,1,0,55,2025-01-23 10:58:18
User_7,333,1,1,1,42,2025-01-20 15:52:08
User_7,275,1,0,0,56,2025-01-15 12:00:02
User_7,443,0,1,1,15,2025-01-03 05:34:38
User_7,360,0,1,0,58,2025-01-04 11:26:25
User_7,377,0,1,1,58,2025-01-22 09:21:06
User_7,409,1,0,0,23,2025-01-24 10:16:56
User_8,33,1,1,1,64,2025-01-08 14:18:02
User_8,67,1,0,0,109,2025-01-10 20:26:48
User_8,35,1,1,0,40,2025-01-08 09:27:02
User_8,480,1,0,0,53,2025-01-08 00:17:58
User_8,12,1,0,0,74,2025-01-04 09:25:41
User_9,41,0,0,0,47,2025-01-04 20:18:42
User_9,268,1,0,0,60,2025-01-06 13:44:59
User_9,304,1,0,0,34,2025-01-07 23:55:35
User_9,223,1,1,0,113,2025-01-11 12:58:46
User_9,259,0,0,1,39,2025-01-24 08:18:43
User_9,267,0,1,0,96,2025-01-19 17:13:23
User_9,295,1,1,0,97,2025-01-01 18:29:14
User_9,200,1,1,1,34,2025-01-16 10:41:32
User_9,283,1,0,0,64,2025-01-18 16:33:10
User_9,286,1,1,0,96,2025-01-18 02:57:29
User_9,310,1,1,1,16,2025-01-09 07:29:25
User_9,414,0,1,0,16,2025-01-06 07:43:42
User_10,148,0,1,0,100,2025-01-09 09:45:48
User_10,490,1,1,0,57,2025-01-18 10:22:38
User_10,406,1,1,1,31,2025-01-05 22:34:39
User_10,362,1,0,0,38,2025-01-03 22:59:44
User_10,473,0,0,1,10,2025-01-12 08:09:21
User_10,39,1,0,1,93,2025-01-19 01:12:49
User_10,86,0,0,1,81,2025-01-12 15:41:21
User_11,380,0,1,1,116,2025-01-03 18:31:08
User_11,249,0,0,0,66,2025-01-03 23:39:13
User_11,417,1,1,0,46,2025-01-04 06:41:29
User_11,51,1,1,1,110,2025-01-19 16:02:51
User_11,176,0,1,1,22,2025-01-18 13:27:40
User_11,28,1,0,0,87,2025-01-22 16:25:58
User_11,89,0,1,1,24,2025-01-12 16:23:27
User_11,246,1,1,1,40,2025-01-22 05:25:09
User_11,371,0,0,1,62,2025-01-12 23:19:19
User_11,400,1,1,0,111,2025-01-04 12:39:54
User_11,53,1,1,1,92,2025-01-17 09:56:26
User_11,495,0,1,0,11,2025-01-16 11:55:49
User_11,368,1,0,0,39,2025-01-21 07:38:00
User_11,400,1,0,1,47,2025-01-13 10:01:28
User_12,291,1,0,0,17,2025-01-03 07:07:33
User_12,108,1,1,1,64,2025-01-19 10:16:48
User_12,465,1,0,0,113,2025-01-24 01:12:55
User_12,196,0,1,1,107,2025-01-11 02:28:52
User_12,113,1,1,0,23,2025-01-15 23:16:35
User_12,395,0,0,1,13,2025-01-08 01:29:52
User_12,431,1,0,1,88,2025-01-05 10:30:16
User_12,69,1,1,1,82,2025-01-25 10:52:24
User_12,453,1,1,0,30,2025-01-06 04:13:03
User_12,47,0,0,0,70,2025-01-15 04:05:14
User_12,71,0,0,0,62,2025-01-12 19:41:24
User_12,7,0,1,0,71,2025-01-09 21:47:47
User_13,155,1,0,0,66,2025-01-17 13:28:48
User_13,410,0,1,0,26,2025-01-03 21:02:45
User_13,382,0,0,1,23,2025-01-20 00:58:51
User_13,321,1,1,0,111,2025-01-16 15:58:04
User_13,164,1,0,1,99,2025-01-26 23:25:32
User_13,272,1,0,1,66,2025-01-15 12:49:44
User_13,374,0,1,1,45,2025-01-11 10:20:28
User_13,54,0,0,0,91,2025-01-06 13:58:44
User_14,300,1,0,0,14,2025-01-16 02:29:40
User_14,433,0,0,1,92,2025-01-17 06:34:45
User_14,497,1,1,0,10,2025-01-02 11:33:28
User_14,129,0,1,0,56,2025-01-09 17:48:33
User_14,329,0,0,0,78,2025-01-25 17:36:09
User_14,400,0,0,1,54,2025-01-22 18:31:06
User_14,280,0,0,1,23,2025-01-17 23:40:29
User_14,424,1,1,0,109,2025-01-24 07:25:55
User_14,28,1,1,1,117,2025-01-12 15:30:56
User_14,198,0,1,1,105,2025-01-12 15:15:04
User_14,273,0,0,0,72,2025-01-13 04:57:34
User_14,123,0,1,0,10,2025-01-17 06:29:43
User_15,291,1,1,0,84,2025-01-13 17:24:33
User_15,417,0,1,1,81,2025-01-01 16:58:53
User_15,68,1,1,1,100,2025-01-21 00:33:26
User_15,358,0,0,1,41,2025-01-24 06:27:27
User_15,365,1,0,0,18,2025-01-24 04:20:59
User_15,66,1,1,0,75,2025-01-01 15:32:06
User_15,335,1,1,1,74,2025-01-18 18:47:04
User_16,100,0,0,0,37,2025-01-08 23:59:59
User_16,27,0,1,0,77,2025-01-02 01:10:13
User_16,166,1,1,1,27,2025-01-06 18:03:52
User_16,355,0,0,0,93,2025-01-07 08:56:35
User_16,284,1,1,1,53,2025-01-15 22:42:29
User_16,19,0,0,0,68,2025-01-13 13:53:10
User_16,53,1,0,0,40,2025-01-19 10:09:32
User_16,44,0,0,0,41,2025-01-22 11:49:16
User_16,465,1,1,1,64,2025-01-10 03:39:59
User_16,210,0,0,1,111,2025-01-26 03:34:30
User_16,401,1,0,0,54,2025-01-23 16:47:56
User_17,375,1,1,0,59,2025-01-19 18:16:28
User_17,236,0,1,1,55,2025-01-06 02:41:48
User_17,281,1,0,1,59,2025-01-06 12:10:47
User_17,468,0,1,1,54,2025-01-19 02:19:24
User_17,414,0,0,1,88,2025-01-25 01:28:19
User_17,20,1,1,1,91,2025-01-26 14:01:41
User_17,8,1,0,0,72,2025-01-06 18:58:34
User_17,383,1,0,1,82,2025-01-02 10:18:18
User_17,226,1,1,0,113,2025-01-22 01:52:32
User_17,148,1,0,1,63,2025-01-05 11:14:30
User_17,325,0,0,0,114,2025-01-15 05:27:09
User_17,336,0,0,0,18,2025-01-18 11:29:57
User_17,132,1,1,0,101,2025-01-23 04:03:37
User_18,78,0,0,0,58,2025-01-23 05:43:24
User_18,300,1,0,1,26,2025-01-17 20:17:53
User_18,147,0,1,0,85,2025-01-20 05:17:54
User_18,448,1,0,0,57,2025-01-08 21:37:44
User_18,193,1,1,1,14,2025-01-18 00:29:10
User_18,473,0,1,1,36,2025-01-05 18:00:29
User_18,379,0,1,1,35,2025-01-21 16:08:03
User_18,200,0,0,0,96,2025-01-07 05:19:54
User_19,43,1,0,0,14,2025-01-25 06:15:36
User_19,469,1,0,1,76,2025-01-03 22:15:19
User_19,317,1,1,1,63,2025-01-20 22:18:22
User_19,431,0,1,0,111,2025-01-15 14:00:36
User_19,384,0,1,1,32,2025-01-06 19:30:05
User_19,24,0,1,0,107,2025-01-08 00:33:15
User_20,198,0,0,0,97,2025-01-02 06:24:16
User_20,385,0,0,1,84,2025-01-03 14:46:08
User_20,333,1,0,1,35,2025-01-11 03:53:15
User_20,467,1,1,0,76,2025-01-21 21:41:12
User_20,337,1,0,0,61,2025-01-19 17:45:53
User_20,427,1,0,0,43,2025-01-26 13:05:24
User_20,465,1,0,1,52,2025-01-12 11:53:56
User_20,171,1,0,0,64,2025-01-09 05:35:50
User_20,486,0,1,0,29,2025-01-10 16:03:20
User_20,185,0,1,1,77,2025-01-15 23:36:37
User_21,357,0,0,1,110,2025-01-23 13:53:18
User_21,66,0,0,0,59,2025-01-26 08:51:42
User_21,437,0,1,1,91,2025-01-15 07:40:17
User_21,114,1,0,1,88,2025-01-16 19:59:08
User_21,53,1,1,1,81,2025-01-03 08:00:50
User_21,480,1,0,0,59,2025-01-04 07:07:25
User_21,52,1,1,0,46,2025-01-10 17:29:12
User_22,17,1,0,1,50,2025-01-21 13:35:23
User_22,226,1,0,1,29,2025-01-11 17:21:21
User_22,312,0,1,0,68,2025-01-12 09:03:00
User_22,371,1,1,1,23,2025-01-10 11:43:31
User_22,325,0,0,1,57,2025-01-01 10:07:06
User_23,2,0,1,0,26,2025-01-15 02:32:38
User_23,485,1,0,0,92,2025-01-17 13:02:46
User_23,183,0,1,0,105,2025-01-19 19:31:45
User_23,183,1,0,1,22,2025-01-23 10:59:54
User_23,175,0,0,0,58,2025-01-05 19:27:41
User_23,214,0,1,1,70,2025-01-18 12:23:18
User_23,216,0,0,0,65,2025-01-06 07:21:36
User_23,72,0,0,0,45,2025-01-25 18:16:46
User_23,374,0,0,1,106,2025-01-23 18:29:38
User_23,307,1,1,0,29,2025-01-10 11:54:43
User_23,140,1,0,1,43,2025-01-17 13:55:01
User_23,230,1,0,1,27,2025-01-11 00:01:56
User_24,190,0,0,1,114,2025-01-06 21:43:56
User_24,48,0,1,0,48,2025-01-02 17:15:50
User_24,348,1,1,0,15,2025-01-04 15:45:29
User_24,484,0,1,1,15,2025-01-17 13:15:08
User_24,389,0,0,0,86,2025-01-25 02:20:44
User_24,438,1,1,0,85,2025-01-12 07:58:53
User_24,167,0,0,1,51,2025-01-23 09:18:05
User_24,192,0,1,0,95,2025-01-21 21:21:28
User_24,238,1,0,0,106,2025-01-21 06:51:31
User_24,125,1,0,0,77,2025-01-01 04:34:02
User_24,216,1,1,1,63,2025-01-18 04:05:01
User_25,191,1,0,0,108,2025-01-02 07:03:59
User_25,96,1,1,1,59,2025-01-06 08:14:24
User_25,9,1,0,0,109,2025-01-18 10:36:05
User_25,292,0,1,0,62,2025-01-08 10:21:29
User_25,461,0,1,1,54,2025-01-11 23:49:33
User_25,31,1,1,0,61,2025-01-15 00:09:40
User_25,203,1,1,0,90,2025-01-11 13:23:24
User_25,250,1,1,1,84,2025-01-05 23:17:12
User_26,28,1,0,1,106,2025-01-11 16:59:30
User_26,134,1,0,1,20,2025-01-13 05:03:55
User_26,35,1,1,0,108,2025-01-11 05:41:11
User_26,405,1,1,1,79,2025-01-11 03:06:44
User_26,411,1,0,1,91,2025-01-01 14:16:07
User_26,18,0,1,0,83,2025-01-17 22:56:58
User_26,289,0,0,0,88,2025-01-15 14:21:39
User_26,401,0,1,0,117,2025-01-27 02:42:49
User_26,257,1,1,1,17,2025-01-10 05:28:47
User_26,108,1,0,0,33,2025-01-15 14:14:21
User_26,448,1,0,0,103,2025-01-08 18:45:27
User_27,438,0,1,0,109,2025-01-14 00:48:32
User_27,189,1,1,1,45,2025-01-12 22:12:45
User_27,2,0,1,1,63,2025-01-05 18:07:45
User_27,204,1,0,0,52,2025-01-23 20:39:25
User_27,120,0,0,0,93,2025-01-13 12:13:05
User_27,60,0,0,1,32,2025-01-11 07:29:36
User_27,306,1,0,1,76,2025-01-21 12:49:33
User_27,391,0,0,1,41,2025-01-14 16:17:26
User_27,454,1,0,0,74,2025-01-27 00:50:23
User_28,405,0,0,0,22,2025-01-21 07:38:25
User_28,70,1,1,1,38,2025-01-27 02:14:52
User_28,229,0,0,1,103,2025-01-02 04:08:18
User_28,56,1,0,0,73,2025-01-08 07:21:48
User_28,172,1,0,1,65,2025-01-06 13:40:10
User_28,12,1,1,0,87,2025-01-09 13:40:03
User_28,242,1,1,1,47,2025-01-18 10:25:41
User_28,133,0,1,1,20,2025-01-08 05:17:14
User_28,476,0,1,1,15,2025-01-12 04:44:48
User_29,40,1,1,0,43,2025-01-11 08:39:15
User_29,31,1,0,0,49,2025-01-08 18:58:06
User_29,147,1,0,0,74,2025-01-22 02:21:19
User_29,249,0,0,0,87,2025-01-26 00:35:37
User_29,119,0,1,1,38,2025-01-21 19:51:40
User_29,442,0,0,0,26,2025-01-16 17:44:19
User_29,381,1,1,0,54,2025-01-06 06:28:14
User_29,427,1,0,0,62,2025-01-17 02:54:49
User_29,169,0,0,1,115,2025-01-18 23:44:36
User_29,154,0,0,0,98,2025-01-05 14:54:10
User_29,6,0,0,1,77,2025-01-14 08:21:00
User_30,439,1,1,0,92,2025-01-16 04:54:03
User_30,438,1,1,0,68,2025-01-02 21:24:47
User_30,130,0,1,1,86,2025-01-20 14:30:03
User_30,414,1,0,0,92,2025-01-14 23:31:07
User_30,168,0,0,1,57,2025-01-14 17:12:16
User_30,244,1,0,1,56,2025-01-22 00:27:25
User_31,393,0,0,1,25,2025-01-20 16:01:49
User_31,283,1,0,1,24,2025-01-13 13:32:56
User_31,449,1,0,1,11,2025-01-05 01:40:43
User_31,218,0,0,1,36,2025-01-02 05:44:43
User_31,155,1,0,0,90,2025-01-02 01:47:56
User_31,376,1,0,0,15,2025-01-20 07:10:36
User_31,391,0,0,0,88,2025-01-09 04:35:17
User_31,447,0,0,0,50,2025-01-11 17:30:40
User_31,408,1,0,1,69,2025-01-05 18:28:48
User_31,320,0,1,1,100,2025-01-25 11:25:02
User_31,244,1,1,0,110,2025-01-03 09:48:32
User_31,287,0,1,1,18,2025-01-11 06:26:31
User_31,459,0,0,0,11,2025-01-26 23:14:12
User_31,493,1,1,0,56,2025-01-18 10:49:32
User_32,357,0,1,0,112,2025-01-01 14:00:36
User_32,364,1,0,1,42,2025-01-09 09:43:54
User_32,234,0,0,1,54,2025-01-06 14:44:42
User_32,164,1,1,1,100,2025-01-24 14:12:33
User_32,266,0,1,1,112,2025-01-02 12:19:31
User_32,419,1,1,1,84,2025-01-01 07:13:40
User_32,500,0,0,1,34,2025-01-20 14:22:39
User_32,5,0,0,0,119,2025-01-18 22:59:35
User_32,96,0,0,1,106,2025-01-03 13:52:06
User_33,278,0,1,1,25,2025-01-03 00:38:51
User_33,261,0,0,1,112,2025-01-06 13:41:11
User_33,497,0,0,0,82,2025-01-19 21:49:04
User_33,424,0,0,1,36,2025-01-23 22:27:08
User_33,123,1,0,0,54,2025-01-17 12:23:23
User_33,92,1,0,0,105,2025-01-06 03:15:31
User_33,134,1,0,1,17,2025-01-24 14:05:32
User_33,308,0,0,1,101,2025-01-21 16:51:35
User_33,384,1,1,1,46,2025-01-17 18:03:59
User_33,290,0,1,0,56,2025-01-11 13:31:21
User_33,377,0,1,0,100,2025-01-09 06:04:28
User_33,130,0,1,0,76,2025-01-13 20:07:24
User_34,48,0,0,0,89,2025-01-05 18:46:25
User_34,321,1,0,1,86,2025-01-16 09:59:01
User_34,105,1,0,1,109,2025-01-11 00:43:02
User_34,33,0,0,1,62,2025-01-07 11:44:42
User_34,231,0,0,1,58,2025-01-04 15:11:24
User_34,268,1,0,0,99,2025-01-07 08:06:05
User_34,171,0,1,1,41,2025-01-25 05:47:59
User_34,145,0,0,1,32,2025-01-07 11:22:21
User_34,119,0,0,1,116,2025-01-07 08:55:55
User_35,439,1,0,1,115,2025-01-18 12:54:20
User_35,240,1,0,0,115,2025-01-23 07:29:50
User_35,490,1,1,1,104,2025-01-20 23:17:39
User_35,10,1,0,1,95,2025-01-08 15:19:40
User_35,484,1,1,1,78,2025-01-24 03:59:33
User_35,211,0,0,1,78,2025-01-10 21:01:37
User_35,400,1,1,1,84,2025-01-03 09:59:14
User_35,142,1,1,1,63,2025-01-03 05:18:21
User_35,418,1,0,0,39,2025-01-21 18:04:11
User_35,116,1,0,1,59,2025-01-13 16:21:48
User_35,170,0,1,1,67,2025-01-15 08:21:44
User_36,361,1,0,1,36,2025-01-21 06:43:29
User_36,373,0,0,1,72,2025-01-01 07:16:40
User_36,32,0,1,0,58,2025-01-11 18:49:49
User_36,64,1,1,1,96,2025-01-07 18:44:56
User_36,414,1,0,0,74,2025-01-05 07:30:33
User_36,135,0,1,1,51,2025-01-02 02:25:54
User_36,54,0,0,0,35,2025-01-05 14:38:16
User_36,172,1,1,1,83,2025-01-21 00:55:37
User_37,80,0,0,1,118,2025-01-22 11:56:21
User_37,494,1,1,1,51,2025-01-26 12:54:08
User_37,436,0,1,1,69,2025-01-09 02:16:32
User_37,19,0,0,1,33,2025-01-17 00:19:59
User_37,142,0,1,0,102,2025-01-26 16:07:49
User_37,201,1,0,0,86,2025-01-23 00:45:06
User_37,398,0,1,1,103,2025-01-27 00:38:41
User_37,24,1,1,1,20,2025-01-11 17:13:15
User_38,129,1,1,1,105,2025-01-03 18:39:48
User_38,37,0,0,1,95,2025-01-13 19:22:58
User_38,328,0,0,0,57,2025-01-14 09:59:24
User_38,165,1,1,1,83,2025-01-05 00:56:03
User_38,59,1,1,0,45,2025-01-15 09:08:00
User_38,244,1,0,0,56,2025-01-09 01:28:40
User_38,348,1,0,0,48,2025-01-03 16:26:42
User_38,40,1,0,1,43,2025-01-06 14:32:18
User_38,343,1,0,0,17,2025-01-26 08:58:27
User_38,442,0,1,1,80,2025-01-08 17:36:36
User_38,257,1,1,0,25,2025-01-16 00:51:53
User_38,201,0,1,0,83,2025-01-09 15:19:10
User_38,378,0,1,1,94,2025-01-04 06:41:01
User_38,425,0,1,1,58,2025-01-21 21:38:01
User_39,355,0,0,0,46,2025-01-16 12:35:43
User_39,36,0,1,0,24,2025-01-25 18:09:01
User_39,354,1,0,1,75,2025-01-14 10:04:24
User_39,259,0,1,1,20,2025-01-07 07:39:02
User_39,15,1,1,1,92,2025-01-25 01:37:31
User_39,35,1,1,0,81,2025-01-21 13:35:21
User_39,234,0,1,0,38,2025-01-03 10:31:32
User_39,487,1,1,1,102,2025-01-26 06:05:42
User_40,450,0,1,1,103,2025-01-03 17:02:48
User_40,46,1,1,0,103,2025-01-03 21:44:30
User_40,38,0,1,1,54,2025-01-04 23:45:00
User_40,474,0,0,0,63,2025-01-24 10:14:53
User_40,30,0,0,1,19,2025-01-12 08:17:49
User_40,84,1,1,0,28,2025-01-20 17:30:30
User_40,228,0,0,1,24,2025-01-25 04:02:43
User_40,11,1,1,1,10,2025-01-24 04:58:13
User_40,286,1,1,1,21,2025-01-23 21:24:51
User_40,251,0,1,0,18,2025-01-08 13:17:42
User_40,26,1,1,1,23,2025-01-04 01:48:58
User_40,48,0,0,0,52,2025-01-25 03:47:13
User_40,394,0,0,1,73,2025-01-26 21:44:27
User_41,373,1,0,0,113,2025-01-06 16:16:29
User_41,101,0,1,1,103,2025-01-14 14:26:06
User_41,417,0,1,1,33,2025-01-20 18:57:41
User_41,178,0,1,1,95,2025-01-19 09:35:58
User_41,230,0,0,0,84,2025-01-05 05:03:55
User_42,400,1,1,1,96,2025-01-19 09:17:25
User_42,243,0,1,1,29,2025-01-03 20:35:41
User_42,69,0,0,0,60,2025-01-15 19:52:28
User_42,25,0,1,1,98,2025-01-07 08:56:01
User_42,86,0,1,1,36,2025-01-15 17:21:58
User_42,161,0,0,1,72,2025-01-15 16:59:28
User_42,73,0,1,0,76,2025-01-11 08:42:49
User_42,90,1,0,0,115,2025-01-09 18:38:44
User_42,213,1,1,0,91,2025-01-19 22:49:06
User_42,385,0,0,1,40,2025-01-18 22:19:22
User_42,231,1,1,1,35,2025-01-02 18:20:38
User_42,290,1,1,1,17,2025-01-19 21:08:46
User_43,483,0,1,0,116,2025-01-22 07:53:49
User_43,393,0,1,0,63,2025-01-15 14:20:08
User_43,374,0,1,1,36,2025-01-13 04:07:00
User_43,75,0,0,0,86,2025-01-17 22:24:49
User_43,69,1,1,1,20,2025-01-05 20:48:27
User_43,212,1,0,0,72,2025-01-06 10:47:33
User_43,115,0,1,0,103,2025-01-12 06:21:01
User_43,211,0,0,0,64,2025-01-14 12:02:23
User_43,45,1,0,1,76,2025-01-09 05:38:25
User_43,341,0,0,1,100,2025-01-18 20:08:43
User_43,315,1,0,1,81,2025-01-11 05:07:22
User_43,186,0,1,0,67,2025-01-24 04:33:25
User_44,433,0,1,1,88,2025-01-06 23:10:03
User_44,181,0,1,1,97,2025-01-01 12:23:03
User_44,297,1,0,0,12,2025-01-16 06:54:13
User_44,132,0,1,1,26,2025-01-15 04:30:47
User_44,379,0,0,1,111,2025-01-15 05:35:17
User_44,243,0,1,0,20,2025-01-24 06:59:11
User_44,486,1,0,0,63,2025-01-03 03:14:31
User_44,33,1,1,1,75,2025-01-23 22:34:36
User_44,464,1,0,0,112,2025-01-05 11:47:51
User_44,444,1,0,1,96,2025-01-13 16:02:56
User_44,334,1,1,1,10,2025-01-06 02:46:53
User_44,273,1,1,0,62,2025-01-03 06:02:07
User_44,485,1,0,0,44,2025-01-09 09:33:02
User_44,19,1,0,0,73,2025-01-15 05:31:23
User_45,270,0,0,1,94,2025-01-25 14:46:13
User_45,321,1,0,0,16,2025-01-08 01:06:58
User_45,483,1,1,0,109,2025-01-23 07:21:55
User_45,348,1,0,0,107,2025-01-06 21:06:41
User_45,177,0,1,1,31,2025-01-24 03:16:18
User_45,164,1,1,0,117,2025-01-11 19:21:57
User_46,281,1,0,1,99,2025-01-15 14:41:21
User_46,207,0,1,1,43,2025-01-16 09:20:20
User_46,97,1,1,1,68,2025-01-24 13:13:42
User_46,94,0,0,1,30,2025-01-27 01:32:53
User_46,470,1,1,1,18,2025-01-06 12:24:14
User_46,458,1,0,0,34,2025-01-13 19:51:50
User_46,313,0,1,0,47,2025-01-06 01:55:45
User_46,84,1,1,1,37,2025-01-08 12:27:07
User_47,217,0,0,1,65,2025-01-01 22:31:06
User_47,310,1,0,1,115,2025-01-07 09:22:58
User_47,192,1,0,1,58,2025-01-24 21:36:04
User_47,277,1,0,0,53,2025-01-17 11:55:51
User_47,338,0,0,1,37,2025-01-25 20:36:27
User_47,35,1,1,1,34,2025-01-19 00:12:19
User_47,101,0,1,0,73,2025-01-20 17:49:34
User_47,237,0,1,1,98,2025-01-25 07:03:35
User_48,461,0,1,0,59,2025-01-24 22:27:53
User_48,438,1,0,1,110,2025-01-10 14:07:59
User_48,133,1,1,0,25,2025-01-09 09:46:01
User_48,264,1,1,1,82,2025-01-24 09:10:24
User_48,369,0,0,0,20,2025-01-20 21:20:36
User_49,461,0,1,1,84,2025-01-15 05:38:00
User_49,142,1,0,0,61,2025-01-09 20:53:46
User_49,392,1,1,0,83,2025-01-07 20:18:57
User_49,369,0,1,1,91,2025-01-23 12:03:25
User_49,388,0,1,1,34,2025-01-06 08:25:24
User_49,337,0,0,0,89,2025-01-25 10:02:47
User_49,395,1,0,0,119,2025-01-11 05:58:46
User_49,64,0,1,1,117,2025-01-26 05:21:43
User_49,218,1,0,0,26,2025-01-03 21:27:45
User_49,197,0,1,1,34,2025-01-02 08:13:55
User_49,125,0,1,1,101,2025-01-07 00:53:01
User_49,206,1,0,0,85,2025-01-25 14:16:56
User_49,441,1,0,0,45,2025-01-26 11:48:32
User_49,84,0,0,1,96,2025-01-10 13:44:31
User_50,367,1,0,0,39,2025-01-20 22:05:47
User_50,188,0,1,0,88,2025-01-13 22:12:57
User_50,373,0,1,1,117,2025-01-05 20:35:28
User_50,1,1,0,1,53,2025-01-07 00:11:52
User_50,165,1,0,0,51,2025-01-08 18:54:44
User_51,445,1,0,0,23,2025-01-12 10:20:03
User_51,412,1,1,0,64,2025-01-22 15:52:46
User_51,300,0,0,1,102,2025-01-26 22:04:20
User_51,205,0,1,0,103,2025-01-24 12:13:51
User_51,224,1,1,0,25,2025-01-03 09:36:40
User_51,493,1,1,1,69,2025-01-03 18:42:50
User_52,161,0,1,0,111,2025-01-09 09:33:10
User_52,236,1,0,1,83,2025-01-02 13:19:42
User_52,339,1,0,0,13,2025-01-08 01:04:06
User_52,20,0,0,0,54,2025-01-04 14:56:36
User_52,437,0,0,1,35,2025-01-24 19:19:10
User_52,446,1,0,0,28,2025-01-04 08:50:10
User_52,329,0,1,1,42,2025-01-21 10:05:08
User_52,124,1,1,1,90,2025-01-08 05:19:19
User_52,444,1,1,0,18,2025-01-01 23:34:41
User_53,318,0,0,0,118,2025-01-14 06:14:52
User_53,462,0,1,1,80,2025-01-07 19:53:53
User_53,475,0,1,1,45,2025-01-05 13:20:13
User_53,434,1,0,1,36,2025-01-13 01:39:31
User_53,243,1,1,1,59,2025-01-14 19:08:52
User_53,421,1,1,0,14,2025-01-20 11:31:10
User_53,15,1,0,1,21,2025-01-02 06:08:39
User_53,68,1,0,1,18,2025-01-14 18:55:57
User_54,230,0,1,0,80,2025-01-01 01:35:20
User_54,235,1,1,0,94,2025-01-08 12:13:09
User_54,126,0,1,0,69,2025-01-17 14:33:36
User_54,365,1,0,0,69,2025-01-05 18:48:20
User_54,333,1,0,0,19,2025-01-08 20:29:23
User_54,243,0,0,1,14,2025-01-14 13:55:08
User_54,43,0,0,0,83,2025-01-07 09:32:25
User_54,138,0,0,0,65,2025-01-26 20:14:25
User_54,236,0,0,1,102,2025-01-10 04:59:17
User_54,218,0,1,0,51,2025-01-08 01:59:18
User_54,145,1,1,1,117,2025-01-09 22:22:46
User_54,359,0,1,1,55,2025-01-22 08:29:33
User_54,169,1,0,1,59,2025-01-14 10:55:21
